anio_denuncia,generico,subgenerico,cantidad,ubigeo_pjfs,dpto_pjfs
2020,contra la seguridad publica,"contra los medios de transp., comunic. y otros serv. públicos",1,30101,apurimac
2020,contra la seguridad publica,"contra los medios de transp., comunic. y otros serv. públicos",17,30101,apurimac
2020,contra la seguridad publica,"contra los medios de transp., comunic. y otros serv. públicos",1,30101,apurimac
2020,contra la seguridad publica,"contra los medios de transp., comunic. y otros serv. públicos",3,30101,apurimac
2020,contra la seguridad publica,delito de peligro comun,10,30101,apurimac
2020,contra la seguridad publica,delito de peligro comun,451,30101,apurimac
2020,contra la seguridad publica,delito de peligro comun,1,30101,apurimac
2020,contra la seguridad publica,delito de peligro comun,1,30101,apurimac
2020,contra la seguridad publica,delito de peligro comun,21,30101,apurimac
2020,contra la seguridad publica,delito de peligro comun,1,30101,apurimac
2020,contra la seguridad publica,delito de peligro comun,5,30101,apurimac
2020,contra la seguridad publica,delito de peligro comun,2,30101,apurimac
2020,contra la seguridad publica,delito de peligro comun,4,30101,apurimac
2020,contra la seguridad publica,delito de peligro comun,229,30101,apurimac
2020,contra la tranquilidad publica,contra la tranquilidad publica (sin especificar delito subgenérico),2,30101,apurimac
2020,contra la tranquilidad publica,decreto ley 25475 (terrorismo),2,30101,apurimac
2020,contra la tranquilidad publica,decreto ley 25475 (terrorismo),2,30101,apurimac
2020,contra la tranquilidad publica,decreto ley 25475 (terrorismo),12,30101,apurimac
2020,contra la tranquilidad publica,delitos contra la paz publica,4,30101,apurimac
2020,contra la tranquilidad publica,delitos contra la paz publica,2,30101,apurimac
2020,contra la tranquilidad publica,delitos contra la paz publica,8,30101,apurimac
2020,contra la tranquilidad publica,delitos contra la paz publica,1,30101,apurimac
2020,contra la tranquilidad publica,delitos contra la paz publica,3,30101,apurimac
2020,contra la tranquilidad publica,delitos contra la paz publica,1,30101,apurimac
2020,contra la tranquilidad publica,delitos contra la paz publica,2,30101,apurimac
2020,contra la tranquilidad publica,delitos contra la paz publica,3,30101,apurimac
2020,contra la vida/el cuerpo y la salud,aborto,3,30101,apurimac
2020,contra la vida/el cuerpo y la salud,aborto,1,30101,apurimac
2020,contra la vida/el cuerpo y la salud,aborto,5,30101,apurimac
2020,contra la vida/el cuerpo y la salud,aborto,2,30101,apurimac
2020,contra la vida/el cuerpo y la salud,aborto,14,30101,apurimac
2020,contra la vida/el cuerpo y la salud,contra la vida/el cuerpo y la salud (sin especificar delito subgenérico),220,30101,apurimac
2020,contra la vida/el cuerpo y la salud,exposicion a peligro o abandono de personas en peligro,5,30101,apurimac
2020,contra la vida/el cuerpo y la salud,exposicion a peligro o abandono de personas en peligro,2,30101,apurimac
2020,contra la vida/el cuerpo y la salud,exposicion a peligro o abandono de personas en peligro,1,30101,apurimac
2020,contra la vida/el cuerpo y la salud,exposicion a peligro o abandono de personas en peligro,3,30101,apurimac
2020,contra la vida/el cuerpo y la salud,exposicion a peligro o abandono de personas en peligro,4,30101,apurimac
2020,contra la vida/el cuerpo y la salud,homicidio,186,30101,apurimac
2020,contra la vida/el cuerpo y la salud,homicidio,1,30101,apurimac
2020,contra la vida/el cuerpo y la salud,homicidio,21,30101,apurimac
2020,contra la vida/el cuerpo y la salud,homicidio,23,30101,apurimac
2020,contra la vida/el cuerpo y la salud,homicidio,8,30101,apurimac
2020,contra la vida/el cuerpo y la salud,homicidio,14,30101,apurimac
2020,contra la vida/el cuerpo y la salud,homicidio,1,30101,apurimac
2020,contra la vida/el cuerpo y la salud,homicidio,116,30101,apurimac
2020,contra la vida/el cuerpo y la salud,lesiones,31,30101,apurimac
2020,contra la vida/el cuerpo y la salud,lesiones,206,30101,apurimac
2020,contra la vida/el cuerpo y la salud,lesiones,1,30101,apurimac
2020,contra la vida/el cuerpo y la salud,lesiones,137,30101,apurimac
2020,contra la vida/el cuerpo y la salud,lesiones,5,30101,apurimac
2020,contra la vida/el cuerpo y la salud,lesiones,185,30101,apurimac
2020,contra la vida/el cuerpo y la salud,lesiones,1,30101,apurimac
2020,contra la vida/el cuerpo y la salud,lesiones,4796,30101,apurimac
2020,contra la vida/el cuerpo y la salud,lesiones,283,30101,apurimac
2020,contra los derechos intelectuales,contra la propiedad industrial,2,30101,apurimac
2020,contra los derechos intelectuales,contra los derechos de autor y conexos,3,30101,apurimac
2020,contra los derechos intelectuales,contra los derechos de autor y conexos,1,30101,apurimac
2020,contra el orden financiero y monetario,lavado de activos,16,30101,apurimac
2020,contra el orden financiero y monetario,lavado de activos,2,30101,apurimac
2020,contra el orden financiero y monetario,lavado de activos,2,30101,apurimac
2020,delitos tributarios,contrabando (d.aduan.),1,30101,apurimac
2020,delitos tributarios,delitos aduaneros (ley 28008) (sin especificar delito subgenérico),1,30101,apurimac
2020,delitos tributarios,receptación aduanera,1,30101,apurimac
2020,delitos ambientales,delitos ambientales (sin especificar delito subgenérico),3,30101,apurimac
2020,delitos ambientales,delitos contra los recursos naturales,23,30101,apurimac
2020,delitos ambientales,delitos contra los recursos naturales,150,30101,apurimac
2020,delitos ambientales,delitos contra los recursos naturales,2,30101,apurimac
2020,delitos ambientales,delitos contra los recursos naturales,3,30101,apurimac
2020,delitos ambientales,delitos contra los recursos naturales,3,30101,apurimac
2020,delitos ambientales,delitos contra los recursos naturales,4,30101,apurimac
2020,delitos ambientales,delitos contra los recursos naturales,1,30101,apurimac
2020,delitos ambientales,delitos de contaminacion,55,30101,apurimac
2020,delitos ambientales,delitos de contaminacion,2,30101,apurimac
2020,delitos ambientales,delitos de contaminacion,36,30101,apurimac
2020,delitos ambientales,delitos de contaminacion,1,30101,apurimac
2020,delitos tributarios,elaborac. y comerc. clandest. de productos,1,30101,apurimac
2020,contra la voluntad popular,delitos contra el derecho al sufragio,3,30101,apurimac
2020,contra el patrimonio,delitos informaticos contra el patrimonio,2,30101,apurimac
2020,contra la fe publica,delitos informaticos contra la fe publica,1,30101,apurimac
2020,contra la fe publica,delitos informaticos contra la fe publica,1,30101,apurimac
contra la dignidad humana,contra la dignidad humana,delitos informaticos contra la intimidad y el secreto de las comunicaciones,contra la dignidad humana,contra la dignidad humana,contra la dignidad humana
contra la seguridad publica,contra la seguridad publica,"ley nº 30096, ley de delitos informaticos (sin especificar delito subgenérico)",contra la seguridad publica,contra la seguridad publica,contra la seguridad publica
2020,contra el estado y la defensa nacional,atentados contra seguridad nacional y traición a la patria,1,40101,arequipa
2020,contra el estado y la defensa nacional,atentados contra seguridad nacional y traición a la patria,1,40101,arequipa
2020,contra el estado y la defensa nacional,atentados contra seguridad nacional y traición a la patria,6,40101,arequipa
2020,contra el honor,contra el honor (sin especificar delito subgenérico),8,40101,arequipa
2020,contra el honor,"injuria,calumnia y difamacion",1,40101,arequipa
2020,contra el honor,"injuria,calumnia y difamacion",2,40101,arequipa
2020,contra el honor,"injuria,calumnia y difamacion",4,40101,arequipa
2020,contra el honor,"injuria,calumnia y difamacion",7,40101,arequipa
2020,contra el orden economico,contra el orden economico (sin especificar delito subgenérico),1,40101,arequipa
2020,contra el orden economico,de otros delitos economicos,1,40101,arequipa
2020,contra el orden economico,de otros delitos economicos,1,40101,arequipa
2020,contra el orden financiero y monetario,contra el orden financiero y monetario (sin especificar delito subgenérico),9,40101,arequipa
2020,contra el orden financiero y monetario,delitos financieros,1,40101,arequipa
2020,contra el orden financiero y monetario,delitos financieros,9,40101,arequipa
2020,contra el orden financiero y monetario,delitos financieros,1,40101,arequipa
2020,contra el orden financiero y monetario,delitos financieros,4,40101,arequipa
2020,contra el orden financiero y monetario,delitos monetarios,12,40101,arequipa
2020,contra el orden financiero y monetario,delitos monetarios,5,40101,arequipa
2020,contra el orden financiero y monetario,delitos monetarios,1,40101,arequipa
2020,contra el orden financiero y monetario,delitos monetarios,9,40101,arequipa
2020,contra el patrimonio,abigeato,2,40101,arequipa
2020,contra el patrimonio,abigeato,4,40101,arequipa
2020,contra el patrimonio,apropiacion ilicita,112,40101,arequipa
2020,contra el patrimonio,apropiacion ilicita,1,40101,arequipa
2020,contra el patrimonio,apropiacion ilicita,4,40101,arequipa
2020,contra el patrimonio,apropiacion ilicita,97,40101,arequipa
2020,contra el patrimonio,contra el patrimonio (sin especificar delito subgenérico),1831,40101,arequipa
2020,contra el patrimonio,daños,61,40101,arequipa
2020,contra el patrimonio,daños,16,40101,arequipa
2020,contra el patrimonio,daños,50,40101,arequipa
2020,contra el patrimonio,daños,406,40101,arequipa
2020,contra el patrimonio,estafa y otras defraudaciones,529,40101,arequipa
2020,contra el patrimonio,estafa y otras defraudaciones,25,40101,arequipa
2020,contra el patrimonio,estafa y otras defraudaciones,27,40101,arequipa
2020,contra el patrimonio,estafa y otras defraudaciones,217,40101,arequipa
2020,contra el patrimonio,extorsion,33,40101,arequipa
2020,contra el patrimonio,extorsion,6,40101,arequipa
2020,contra el patrimonio,extorsion,27,40101,arequipa
2020,contra el patrimonio,fraude en la administr. de pers. jurid.,14,40101,arequipa
2020,contra el patrimonio,fraude en la administr. de pers. jurid.,1,40101,arequipa
2020,contra el patrimonio,fraude en la administr. de pers. jurid.,2,40101,arequipa
2020,contra el patrimonio,hurto,443,40101,arequipa
2020,contra el patrimonio,hurto,1095,40101,arequipa
2020,contra el patrimonio,hurto,1670,40101,arequipa
2020,contra el patrimonio,receptacion,19,40101,arequipa
2020,contra el patrimonio,receptacion,2,40101,arequipa
2020,contra el patrimonio,receptacion,57,40101,arequipa
2020,contra el patrimonio,robo,64,40101,arequipa
2020,contra el patrimonio,robo,468,40101,arequipa
2020,contra el patrimonio,robo,617,40101,arequipa
2020,contra el patrimonio,usurpacion,265,40101,arequipa
2020,contra el patrimonio,usurpacion,4,40101,arequipa
2020,contra el patrimonio,usurpacion,51,40101,arequipa
2020,contra el patrimonio,usurpacion,460,40101,arequipa
2020,contra el patrimonio cultural,contra el patrimonio cultural (sin especificar delito subgenérico),5,40101,arequipa
2020,contra el patrimonio cultural,contra los bienes culturales,1,40101,arequipa
2020,contra el patrimonio cultural,contra los bienes culturales,6,40101,arequipa
2020,contra el patrimonio cultural,contra los bienes culturales,5,40101,arequipa
2020,contra la administracion publica,delitos cometidos por funcionarios publicos,195,40101,arequipa
2020,contra la administracion publica,delitos cometidos por funcionarios publicos,86,40101,arequipa
2020,contra la administracion publica,delitos cometidos por funcionarios publicos,1,40101,arequipa
2020,contra la administracion publica,delitos cometidos por funcionarios publicos,8,40101,arequipa
2020,contra la administracion publica,delitos cometidos por funcionarios publicos,2,40101,arequipa
2020,contra la administracion publica,delitos cometidos por funcionarios publicos,2,40101,arequipa
2020,contra la administracion publica,delitos cometidos por funcionarios publicos,10,40101,arequipa
2020,contra la administracion publica,delitos cometidos por funcionarios publicos,3,40101,arequipa
2020,contra la administracion publica,delitos cometidos por funcionarios publicos,1,40101,arequipa
2020,contra la administracion publica,delitos cometidos por funcionarios publicos,34,40101,arequipa
2020,contra la administracion publica,delitos cometidos por funcionarios publicos,11,40101,arequipa
2020,contra la administracion publica,delitos cometidos por funcionarios publicos,6,40101,arequipa
2020,contra la administracion publica,delitos cometidos por funcionarios publicos,1,40101,arequipa
2020,contra la administracion publica,delitos cometidos por funcionarios publicos,1,40101,arequipa
2020,contra la administracion publica,delitos cometidos por funcionarios publicos,12,40101,arequipa
2020,contra la administracion publica,delitos cometidos por funcionarios publicos,2,40101,arequipa
2020,contra la administracion publica,delitos cometidos por funcionarios publicos,1,40101,arequipa
2020,contra la administracion publica,delitos cometidos por funcionarios publicos,5,40101,arequipa
2020,contra la administracion publica,delitos cometidos por funcionarios publicos,1,40101,arequipa
2020,contra la administracion publica,delitos cometidos por funcionarios publicos,15,40101,arequipa
2020,contra la administracion publica,delitos cometidos por funcionarios publicos,2,40101,arequipa
2020,contra la administracion publica,delitos cometidos por funcionarios publicos,1,40101,arequipa
2020,contra la administracion publica,delitos cometidos por funcionarios publicos,1,40101,arequipa
2020,contra la administracion publica,delitos cometidos por funcionarios publicos,2,40101,arequipa
2020,contra la administracion publica,delitos cometidos por funcionarios publicos,7,40101,arequipa
2020,contra la administracion publica,delitos cometidos por funcionarios publicos,16,40101,arequipa
2020,contra la administracion publica,delitos cometidos por particulares,18,40101,arequipa
2020,contra la administracion publica,delitos cometidos por particulares,1,40101,arequipa
2020,contra la administracion publica,delitos cometidos por particulares,3,40101,arequipa
2020,contra la administracion publica,delitos cometidos por particulares,5,40101,arequipa
2020,contra la administracion publica,delitos cometidos por particulares,8,40101,arequipa
2020,contra la administracion publica,delitos cometidos por particulares,8,40101,arequipa
2020,contra la administracion publica,delitos cometidos por particulares,1605,40101,arequipa
2020,contra la administracion publica,delitos cometidos por particulares,1,40101,arequipa
2020,contra la administracion publica,delitos cometidos por particulares,2,40101,arequipa
2020,contra la administracion publica,delitos cometidos por particulares,100,40101,arequipa
2020,contra la administracion publica,delitos cometidos por particulares,30,40101,arequipa
2020,contra la administracion publica,delitos cometidos por particulares,16,40101,arequipa
2020,contra la administracion publica,delitos contra la administracion de justicia,39,40101,arequipa
2020,contra la administracion publica,delitos contra la administracion de justicia,3,40101,arequipa
2020,contra la administracion publica,delitos contra la administracion de justicia,3,40101,arequipa
2020,contra la administracion publica,delitos contra la administracion de justicia,7,40101,arequipa
2020,contra la administracion publica,delitos contra la administracion de justicia,2,40101,arequipa
2020,contra la administracion publica,delitos contra la administracion de justicia,4,40101,arequipa
2020,contra la administracion publica,delitos contra la administracion de justicia,6,40101,arequipa
2020,contra la administracion publica,delitos contra la administracion de justicia,32,40101,arequipa
2020,contra la administracion publica,delitos contra la administracion de justicia,2,40101,arequipa
2020,contra la administracion publica,delitos contra la administracion de justicia,1,40101,arequipa
2020,contra la administracion publica,delitos contra la administracion de justicia,2,40101,arequipa
2020,contra la administracion publica,delitos contra la administracion de justicia,37,40101,arequipa
2020,contra la administracion publica,delitos contra la administracion de justicia,1,40101,arequipa
2020,contra la administracion publica,delitos contra la administracion de justicia,1,40101,arequipa
2020,contra la administracion publica,delitos contra la administracion de justicia,1,40101,arequipa
2020,contra la administracion publica,delitos contra la administracion de justicia,1,40101,arequipa
2020,contra la administracion publica,delitos contra la administracion de justicia,9,40101,arequipa
2020,contra la administracion publica,delitos contra la administracion publica (sin especificar delito subgenérico),462,40101,arequipa
2020,contra la conf.y.la.buen.fe.en.negocios,atentados contra el sistema crediticio,2,40101,arequipa
2020,contra la conf.y.la.buen.fe.en.negocios,atentados contra el sistema crediticio,1,40101,arequipa
2020,contra la conf.y.la.buen.fe.en.negocios,contra la conf.y.la.buen.fe.en.negocios (sin especificar delito subgenérico),2,40101,arequipa
2020,contra la conf.y.la.buen.fe.en.negocios,libramiento y cobro indebido,9,40101,arequipa
2020,contra la conf.y.la.buen.fe.en.negocios,libramiento y cobro indebido,1,40101,arequipa
2020,contra la conf.y.la.buen.fe.en.negocios,usura,1,40101,arequipa
2020,contra la familia,atentados contra la patria potestad,107,40101,arequipa
2020,contra la familia,atentados contra la patria potestad,13,40101,arequipa
2020,contra la familia,atentados contra la patria potestad,8,40101,arequipa
2020,contra la familia,contra el estado civil,1,40101,arequipa
2020,contra la familia,contra la familia (sin especificar delito subgenérico),13,40101,arequipa
2020,contra la familia,matrimonios ilegales,1,40101,arequipa
2020,contra la familia,omision de asistencia familiar,664,40101,arequipa
2020,contra la familia,omision de asistencia familiar,1,40101,arequipa
2020,contra la familia,omision de asistencia familiar,185,40101,arequipa
2020,contra la fe publica,delitos contra la fe publica (sin especificar delito subgenérico),143,40101,arequipa
2020,contra la fe publica,falsificacion de documentos en general,142,40101,arequipa
2020,contra la fe publica,falsificacion de documentos en general,97,40101,arequipa
2020,contra la fe publica,falsificacion de documentos en general,1,40101,arequipa
2020,contra la fe publica,falsificacion de documentos en general,7,40101,arequipa
2020,contra la fe publica,falsificacion de documentos en general,1,40101,arequipa
2020,contra la fe publica,falsificacion de documentos en general,67,40101,arequipa
2020,contra la fe publica,"falsificacion de sellos, timbres y marcas oficiales",1,40101,arequipa
2020,contra la fe publica,"falsificacion de sellos, timbres y marcas oficiales",2,40101,arequipa
2020,contra la humanidad,delitos contra la humanidad (sin especificar delito subgenérico),1,40101,arequipa
2020,contra la humanidad,desaparicion forzada,1,40101,arequipa
2020,contra la humanidad,discriminacion,22,40101,arequipa
2020,contra la humanidad,discriminacion,7,40101,arequipa
2020,contra la humanidad,genocidio,1,40101,arequipa
2020,contra la humanidad,tortura,1,40101,arequipa
2020,contra la libertad,contra la libertad (sin especificar delito subgenérico),85,40101,arequipa
2020,contra la libertad,ofensas al pudor publico,4,40101,arequipa
2020,contra la libertad,ofensas al pudor publico,13,40101,arequipa
2020,contra la libertad,ofensas al pudor publico,1,40101,arequipa
2020,contra la libertad,ofensas al pudor publico,11,40101,arequipa
2020,contra la libertad,proxenetismo,5,40101,arequipa
2020,contra la libertad,proxenetismo,1,40101,arequipa
2020,contra la libertad,proxenetismo,8,40101,arequipa
2020,contra la libertad,violacion de domicilio,55,40101,arequipa
2020,contra la libertad,violacion de domicilio,2,40101,arequipa
2020,contra la libertad,violacion de domicilio,73,40101,arequipa
2020,contra la libertad,violacion de la intimidad,1,40101,arequipa
2020,contra la libertad,violacion de la intimidad,1,40101,arequipa
2020,contra la libertad,violacion de la intimidad,2,40101,arequipa
2020,contra la libertad,violacion de la intimidad,13,40101,arequipa
2020,contra la libertad,violacion de la libertad de reunion,2,40101,arequipa
2020,contra la libertad,violacion de la libertad de trabajo,3,40101,arequipa
2020,contra la libertad,violacion de la libertad de trabajo,3,40101,arequipa
2020,contra la libertad,violacion de la libertad de trabajo,3,40101,arequipa
2020,contra la libertad,violacion de la libertad personal,70,40101,arequipa
2020,contra la libertad,violacion de la libertad personal,43,40101,arequipa
2020,contra la libertad,violacion de la libertad personal,20,40101,arequipa
2020,contra la libertad,violacion de la libertad personal,143,40101,arequipa
2020,contra la libertad,violacion de la libertad personal,58,40101,arequipa
2020,contra la libertad,violacion de la libertad sexual,453,40101,arequipa
2020,contra la libertad,violacion de la libertad sexual,8,40101,arequipa
2020,contra la libertad,violacion de la libertad sexual,2,40101,arequipa
2020,contra la libertad,violacion de la libertad sexual,72,40101,arequipa
2020,contra la libertad,violacion de la libertad sexual,2,40101,arequipa
2020,contra la libertad,violacion de la libertad sexual,1,40101,arequipa
2020,contra la libertad,violacion de la libertad sexual,213,40101,arequipa
2020,contra la libertad,violacion de la libertad sexual,4,40101,arequipa
2020,contra la libertad,violacion de la libertad sexual,5,40101,arequipa
2020,contra la libertad,violacion de la libertad sexual,92,40101,arequipa
2020,contra la libertad,violacion de la libertad sexual,37,40101,arequipa
2020,contra la libertad,violacion de la libertad sexual,17,40101,arequipa
2020,contra la libertad,violacion de la libertad sexual,69,40101,arequipa
2020,contra la libertad,violacion del secreto de las comunicac.,1,40101,arequipa
2020,contra la libertad,violacion del secreto de las comunicac.,1,40101,arequipa
2020,contra la seguridad publica,"contra la salud publica (contaminacion y propagacion, trafico ilicito de drogas)",5,40101,arequipa
2020,contra la seguridad publica,"contra la salud publica (contaminacion y propagacion, trafico ilicito de drogas)",3,40101,arequipa
2020,contra la seguridad publica,"contra la salud publica (contaminacion y propagacion, trafico ilicito de drogas)",4,40101,arequipa
2020,contra la seguridad publica,"contra la salud publica (contaminacion y propagacion, trafico ilicito de drogas)",1,40101,arequipa
2020,contra la seguridad publica,"contra la salud publica (contaminacion y propagacion, trafico ilicito de drogas)",837,40101,arequipa
2020,contra la seguridad publica,"contra la salud publica (contaminacion y propagacion, trafico ilicito de drogas)",2,40101,arequipa
2020,contra la seguridad publica,"contra la salud publica (contaminacion y propagacion, trafico ilicito de drogas)",73,40101,arequipa
2020,contra la seguridad publica,"contra la salud publica (contaminacion y propagacion, trafico ilicito de drogas)",121,40101,arequipa
2020,contra la seguridad publica,"contra la salud publica (contaminacion y propagacion, trafico ilicito de drogas)",3,40101,arequipa
2020,contra la seguridad publica,"contra la salud publica (contaminacion y propagacion, trafico ilicito de drogas)",1,40101,arequipa
2020,contra la seguridad publica,"contra la salud publica (contaminacion y propagacion, trafico ilicito de drogas)",72,40101,arequipa
2020,contra la seguridad publica,contra la seguridad publica (sin especificar delito subgenérico),107,40101,arequipa
2020,contra la seguridad publica,"contra los medios de transp., comunic. y otros serv. públicos",2,40101,arequipa
2020,contra la seguridad publica,"contra los medios de transp., comunic. y otros serv. públicos",3,40101,arequipa
2020,contra la seguridad publica,"contra los medios de transp., comunic. y otros serv. públicos",1,40101,arequipa
2020,contra la seguridad publica,"contra los medios de transp., comunic. y otros serv. públicos",5,40101,arequipa
2020,contra la seguridad publica,"contra los medios de transp., comunic. y otros serv. públicos",4,40101,arequipa
2020,contra la seguridad publica,delito de peligro comun,10,40101,arequipa
2020,contra la seguridad publica,delito de peligro comun,1657,40101,arequipa
2020,contra la seguridad publica,delito de peligro comun,5,40101,arequipa
2020,contra la seguridad publica,delito de peligro comun,2,40101,arequipa
2020,contra la seguridad publica,delito de peligro comun,1,40101,arequipa
2020,contra la seguridad publica,delito de peligro comun,5,40101,arequipa
2020,contra la seguridad publica,delito de peligro comun,5,40101,arequipa
2020,contra la seguridad publica,delito de peligro comun,5,40101,arequipa
2020,contra la seguridad publica,delito de peligro comun,2,40101,arequipa
2020,contra la seguridad publica,delito de peligro comun,2,40101,arequipa
2020,contra la seguridad publica,delito de peligro comun,5,40101,arequipa
2020,contra la seguridad publica,delito de peligro comun,146,40101,arequipa
2020,contra la tranquilidad publica,contra la tranquilidad publica (sin especificar delito subgenérico),8,40101,arequipa
2020,contra la tranquilidad publica,delitos contra la paz publica,4,40101,arequipa
2020,contra la tranquilidad publica,delitos contra la paz publica,27,40101,arequipa
2020,contra la tranquilidad publica,delitos contra la paz publica,3,40101,arequipa
2020,contra la tranquilidad publica,delitos contra la paz publica,7,40101,arequipa
2020,contra la tranquilidad publica,delitos contra la paz publica,3,40101,arequipa
2020,contra la tranquilidad publica,delitos contra la paz publica,3,40101,arequipa
2020,contra la vida/el cuerpo y la salud,aborto,5,40101,arequipa
2020,contra la vida/el cuerpo y la salud,aborto,4,40101,arequipa
2020,contra la vida/el cuerpo y la salud,aborto,2,40101,arequipa
2020,contra la vida/el cuerpo y la salud,aborto,1,40101,arequipa
2020,contra la vida/el cuerpo y la salud,aborto,22,40101,arequipa
2020,contra la vida/el cuerpo y la salud,contra la vida/el cuerpo y la salud (sin especificar delito subgenérico),691,40101,arequipa
2020,contra la vida/el cuerpo y la salud,exposicion a peligro o abandono de personas en peligro,14,40101,arequipa
2020,contra la vida/el cuerpo y la salud,exposicion a peligro o abandono de personas en peligro,6,40101,arequipa
2020,contra la vida/el cuerpo y la salud,exposicion a peligro o abandono de personas en peligro,1,40101,arequipa
2020,contra la vida/el cuerpo y la salud,exposicion a peligro o abandono de personas en peligro,12,40101,arequipa
2020,contra la vida/el cuerpo y la salud,exposicion a peligro o abandono de personas en peligro,29,40101,arequipa
2020,contra la vida/el cuerpo y la salud,homicidio,52,40101,arequipa
2020,contra la vida/el cuerpo y la salud,homicidio,3,40101,arequipa
2020,contra la vida/el cuerpo y la salud,homicidio,8,40101,arequipa
2020,contra la vida/el cuerpo y la salud,homicidio,39,40101,arequipa
2020,contra la vida/el cuerpo y la salud,homicidio,13,40101,arequipa
2020,contra la vida/el cuerpo y la salud,homicidio,24,40101,arequipa
2020,contra la vida/el cuerpo y la salud,homicidio,151,40101,arequipa
2020,contra la vida/el cuerpo y la salud,lesiones,13,40101,arequipa
2020,contra la vida/el cuerpo y la salud,lesiones,71,40101,arequipa
2020,contra la vida/el cuerpo y la salud,lesiones,3,40101,arequipa
2020,contra la vida/el cuerpo y la salud,lesiones,227,40101,arequipa
2020,contra la vida/el cuerpo y la salud,lesiones,1620,40101,arequipa
2020,contra la vida/el cuerpo y la salud,lesiones,3,40101,arequipa
2020,contra la vida/el cuerpo y la salud,lesiones,11605,40101,arequipa
2020,contra la vida/el cuerpo y la salud,lesiones,644,40101,arequipa
2020,contra los derechos intelectuales,contra la propiedad industrial,6,40101,arequipa
2020,contra los derechos intelectuales,contra la propiedad industrial,2,40101,arequipa
2020,contra los derechos intelectuales,contra la propiedad industrial,17,40101,arequipa
2020,contra los derechos intelectuales,contra los derechos de autor y conexos,1,40101,arequipa
2020,contra los derechos intelectuales,contra los derechos de autor y conexos,5,40101,arequipa
2020,contra los derechos intelectuales,contra los derechos intelectuales (sin especificar delito subgenérico),5,40101,arequipa
2020,delitos tributarios,d.leg 813. ley penal tributaria (sin especificar delito subgenérico),2,40101,arequipa
2020,delitos tributarios,defraudacion tributaria,2,40101,arequipa
2020,contra el orden financiero y monetario,lavado de activos,9,40101,arequipa
2020,contra el orden financiero y monetario,lavado de activos,16,40101,arequipa
2020,delitos tributarios,circunstancias agravantes,2,40101,arequipa
2020,delitos tributarios,contrabando (d.aduan.),3,40101,arequipa
2020,delitos tributarios,contrabando (d.aduan.),15,40101,arequipa
2020,delitos tributarios,delitos aduaneros (ley 28008) (sin especificar delito subgenérico),11,40101,arequipa
2020,delitos tributarios,receptación aduanera,1,40101,arequipa
2020,delitos tributarios,tráfico de mercancías prohibidas y restringidas,1,40101,arequipa
2020,delitos ambientales,delitos ambientales (sin especificar delito subgenérico),1,40101,arequipa
2020,delitos ambientales,delitos contra los recursos naturales,6,40101,arequipa
2020,delitos ambientales,delitos contra los recursos naturales,1,40101,arequipa
2020,delitos ambientales,delitos contra los recursos naturales,14,40101,arequipa
2020,delitos ambientales,delitos contra los recursos naturales,8,40101,arequipa
2020,delitos ambientales,delitos contra los recursos naturales,8,40101,arequipa
2020,delitos ambientales,delitos contra los recursos naturales,11,40101,arequipa
2020,delitos ambientales,delitos contra los recursos naturales,11,40101,arequipa
2020,delitos ambientales,delitos contra los recursos naturales,2,40101,arequipa
2020,delitos ambientales,delitos contra los recursos naturales,1,40101,arequipa
2020,delitos ambientales,delitos contra los recursos naturales,2,40101,arequipa
2020,delitos ambientales,delitos de contaminacion,43,40101,arequipa
2020,delitos ambientales,delitos de contaminacion,1,40101,arequipa
2020,delitos ambientales,delitos de contaminacion,4,40101,arequipa
2020,delitos ambientales,delitos de contaminacion,13,40101,arequipa
2020,delitos ambientales,delitos de contaminacion,1,40101,arequipa
2020,delitos ambientales,delitos de contaminacion,7,40101,arequipa
2020,delitos ambientales,responsabilidad funcional e información falsa,5,40101,arequipa
2020,delitos ambientales,responsabilidad funcional e información falsa,2,40101,arequipa
2020,contra la voluntad popular,delitos contra el derecho al sufragio,5,40101,arequipa
2020,contra la voluntad popular,delitos contra el derecho al sufragio,20,40101,arequipa
2020,contra la seguridad publica,delitos contra datos y sistemas informaticos,2,40101,arequipa
2020,contra la seguridad publica,delitos contra datos y sistemas informaticos,1,40101,arequipa
2020,contra la seguridad publica,delitos contra datos y sistemas informaticos,6,40101,arequipa
2020,contra el patrimonio,delitos informaticos contra el patrimonio,120,40101,arequipa
2020,contra el patrimonio,delitos informaticos contra el patrimonio,57,40101,arequipa
2020,contra la fe publica,delitos informaticos contra la fe publica,18,40101,arequipa
2020,contra la fe publica,delitos informaticos contra la fe publica,1,40101,arequipa
2020,contra la dignidad humana,delitos informaticos contra la indemnidad y libertad sexuales,2,40101,arequipa
2020,contra la dignidad humana,delitos informaticos contra la indemnidad y libertad sexuales,3,40101,arequipa
contra la dignidad humana,contra la dignidad humana,delitos informaticos contra la intimidad y el secreto de las comunicaciones,contra la dignidad humana,contra la dignidad humana,contra la dignidad humana
contra la dignidad humana,contra la dignidad humana,delitos informaticos contra la intimidad y el secreto de las comunicaciones,contra la dignidad humana,contra la dignidad humana,contra la dignidad humana
contra la seguridad publica,contra la seguridad publica,"ley nº 30096, ley de delitos informaticos (sin especificar delito subgenérico)",contra la seguridad publica,contra la seguridad publica,contra la seguridad publica
2020,contra el estado y la defensa nacional,atentados contra seguridad nacional y traición a la patria,2,50110,ayacucho
